path,status,finalUrl,redirected,inSitemap,ms,bytes,title,titleLen,metaDesc,metaDescLen,canonical,robotsMeta,h1Count,h2Count,wordCount,imgCount,imgMissingAlt,internalLinkCount,externalLinkCount,schemaTypes
"/report-block-safety","200","https://www.masseurmatch.com/report-block-safety","false","true","382","75385","Report, Block, and Safety Policy | MasseurMatch","47","How to report profiles, content, and behavior on MasseurMatch, how blocking works, safety tips, and emergency resources.","120","https://masseurmatch.com/report-block-safety","index, follow","1","9","526","1","0","29","0","BreadcrumbList"
"/data-deletion","200","https://www.masseurmatch.com/data-deletion","false","true","452","59676","Data Deletion Request Policy | MasseurMatch","43","How to request deletion of your personal data from MasseurMatch, what data we can remove, and what data may be retained for legal or operational reasons.","153","https://masseurmatch.com/data-deletion","index, follow","1","11","661","1","0","29","0",""
"/compare","200","https://www.masseurmatch.com/compare","false","true","433","102263","MasseurMatch vs Competitors","27","Compare MasseurMatch against the main massage directory competitors, organized by tier, with statically generated pages built for SEO in 2026.","142","https://masseurmatch.com/compare","index, follow","1","6","533","1","0","40","0","BreadcrumbList|CollectionPage|ItemList"
"/compare/masseurmatch-vs-masseurfinder","200","https://www.masseurmatch.com/compare/masseurmatch-vs-masseurfinder","false","true","449","88177","MasseurMatch vs MasseurFinder","29","Compare MasseurMatch vs MasseurFinder for local SEO, profile quality, public visibility, and which directory is the better fit for massage therapists in 2026.","158","https://masseurmatch.com/compare/masseurmatch-vs-masseurfinder","index, follow","1","6","552","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-rentmasseur","200","https://www.masseurmatch.com/compare/masseurmatch-vs-rentmasseur","false","true","625","88202","MasseurMatch vs RentMasseur","27","Compare MasseurMatch vs RentMasseur for brand positioning, local SEO, direct visibility, and which platform is the better alternative for massage therapists in 2026.","165","https://masseurmatch.com/compare/masseurmatch-vs-rentmasseur","index, follow","1","6","548","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-findamasseur","200","https://www.masseurmatch.com/compare/masseurmatch-vs-findamasseur","false","true","298","87746","MasseurMatch vs FindAMasseur","28","Compare MasseurMatch vs FindAMasseur for profile quality, search visibility, and which niche massage directory is the better alternative in 2026.","145","https://masseurmatch.com/compare/masseurmatch-vs-findamasseur","index, follow","1","6","537","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-massagefinder","200","https://www.masseurmatch.com/compare/masseurmatch-vs-massagefinder","false","true","398","87952","MasseurMatch vs MassageFinder","29","Compare MasseurMatch vs MassageFinder for city SEO, profile presentation, and which massage directory is the stronger alternative for therapists in 2026.","153","https://masseurmatch.com/compare/masseurmatch-vs-massagefinder","index, follow","1","6","550","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-massagem4m","200","https://www.masseurmatch.com/compare/masseurmatch-vs-massagem4m","false","true","251","87288","MasseurMatch vs MassageM4M","26","Compare MasseurMatch vs MassageM4M for niche audience fit, city SEO, and which platform offers the stronger public profile strategy in 2026.","140","https://masseurmatch.com/compare/masseurmatch-vs-massagem4m","index, follow","1","6","527","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-friendlymasseurs","200","https://www.masseurmatch.com/compare/masseurmatch-vs-friendlymasseurs","false","true","438","87869","MasseurMatch vs FriendlyMasseurs","32","Compare MasseurMatch vs FriendlyMasseurs for profile quality, search reach, and which niche alternative is the stronger public-facing choice in 2026.","149","https://masseurmatch.com/compare/masseurmatch-vs-friendlymasseurs","index, follow","1","6","525","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-gaywellness","200","https://www.masseurmatch.com/compare/masseurmatch-vs-gaywellness","false","true","453","87636","MasseurMatch vs GayWellness","27","Compare MasseurMatch vs GayWellness for LGBTQ+ wellness positioning, massage-specific SEO, and which platform is the stronger alternative in 2026.","146","https://masseurmatch.com/compare/masseurmatch-vs-gaywellness","index, follow","1","6","512","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-personal-touch","200","https://www.masseurmatch.com/compare/masseurmatch-vs-personal-touch","false","true","604","87675","MasseurMatch vs Personal Touch","30","Compare MasseurMatch vs Personal Touch for profile presentation, local SEO, and which boutique directory alternative is the stronger fit in 2026.","145","https://masseurmatch.com/compare/masseurmatch-vs-personal-touch","index, follow","1","6","534","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-promasseurs","200","https://www.masseurmatch.com/compare/masseurmatch-vs-promasseurs","false","true","382","87640","MasseurMatch vs ProMasseurs","27","Compare MasseurMatch vs ProMasseurs for profile quality, city SEO, and which directory is the stronger alternative for therapists in 2026.","138","https://masseurmatch.com/compare/masseurmatch-vs-promasseurs","index, follow","1","6","532","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/compare/masseurmatch-vs-sexymasseur","200","https://www.masseurmatch.com/compare/masseurmatch-vs-sexymasseur","false","true","281","87567","MasseurMatch vs SexyMasseur","27","Compare MasseurMatch vs SexyMasseur for professional brand positioning, local SEO, and which niche alternative offers the stronger public profile in 2026.","154","https://masseurmatch.com/compare/masseurmatch-vs-sexymasseur","index, follow","1","6","512","1","0","34","0","BreadcrumbList|Article|SoftwareApplication|FAQPage"
"/states","200","https://www.masseurmatch.com/states","false","true","536","64796","Find massage therapists by state across the United States | MasseurMatch","72","Browse MasseurMatch state pages across the United States and continue into city, specialty, incall, outcall, and direct contact discovery routes.","145","https://masseurmatch.com/states","index, follow","1","0","79","1","0","74","0",""
"/dallas","200","https://www.masseurmatch.com/dallas","false","true","207","99705","2+ Verified Male Massage Therapists in Dallas, TX | MasseurMatch","64","Find trusted male massage therapists in Dallas, TX. LGBTQ+-friendly directory with identity-verified professionals, transparent rates, and direct contact. Compare specialties & availability.","190","https://masseurmatch.com/dallas","noindex, follow","1","10","440","1","0","58","0","LocalBusiness|BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/verified-profiles","200","https://www.masseurmatch.com/dallas/verified-profiles","false","true","600","78211","Dallas Active male massage therapists | MasseurMatch","52","Browse active profiles first so city discovery starts with clearer trust signals, cleaner listings, and direct contact options. Compare trusted local listings, direct contact options, and stronger city-intent pages in Dallas.","225","https://masseurmatch.com/dallas/verified-profiles","index, follow","1","6","272","1","0","33","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/lgbtq-friendly","200","https://www.masseurmatch.com/dallas/lgbtq-friendly","false","true","1386","72121","Gay Massage Therapists in Dallas, TX | Verified LGBTQ+-Affirming | MasseurMatch","79","Find verified, LGBTQ+-affirming male massage therapists in Dallas, TX. Browse gay-friendly profiles with identity verification, affirming practice standards, and direct contact on MasseurMatch.","193","https://masseurmatch.com/dallas/lgbtq-friendly","noindex, follow","1","7","283","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/male-therapists","200","https://www.masseurmatch.com/dallas/male-therapists","false","true","528","71641","Dallas Male massage therapists | MasseurMatch","45","Compare male massage therapist profiles with city context, specialties, and direct contact without marketplace friction. Compare trusted local listings, direct contact options, and stronger city-intent pages in Dallas.","218","https://masseurmatch.com/dallas/male-therapists","noindex, follow","1","7","288","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/wellness","200","https://www.masseurmatch.com/dallas/wellness","false","true","346","82011","Dallas Premium wellness massage | MasseurMatch","46","Browse calm, premium wellness-focused listings with stronger editorial consistency and straightforward contact flow. Compare trusted local listings, direct contact options, and stronger city-intent pages in Dallas.","214","https://masseurmatch.com/dallas/wellness","index, follow","1","7","288","1","0","40","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/wellness/deep-tissue","200","https://www.masseurmatch.com/dallas/wellness/deep-tissue","false","true","497","78655","Deep tissue massage in Dallas | MasseurMatch","44","Compare deep tissue massage listings, rates, and trust signals for focused pressure, relief, and recovery support. Compare trusted local therapist listings through the wellness path in Dallas.","192","https://masseurmatch.com/dallas/wellness/deep-tissue","index, follow","1","6","274","1","0","33","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/wellness/outcall","200","https://www.masseurmatch.com/dallas/wellness/outcall","false","true","349","78270","Outcall massage in Dallas | MasseurMatch","40","Explore outcall massage listings for therapists who travel to homes, hotels, or requested locations. Compare trusted local therapist listings through the wellness path in Dallas.","178","https://masseurmatch.com/dallas/wellness/outcall","index, follow","1","6","265","1","0","33","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/wellness/incall","200","https://www.masseurmatch.com/dallas/wellness/incall","false","true","269","78222","Incall massage in Dallas | MasseurMatch","39","Browse incall massage listings for sessions hosted in a therapist studio, office, or treatment space. Compare trusted local therapist listings through the wellness path in Dallas.","179","https://masseurmatch.com/dallas/wellness/incall","index, follow","1","6","266","1","0","33","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/wellness/swedish","200","https://www.masseurmatch.com/dallas/wellness/swedish","false","true","674","78260","Swedish massage in Dallas | MasseurMatch","40","Browse Swedish massage listings designed around relaxation, circulation, and full-body maintenance. Compare trusted local therapist listings through the wellness path in Dallas.","177","https://masseurmatch.com/dallas/wellness/swedish","index, follow","1","6","262","1","0","33","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/wellness/sports-recovery","200","https://www.masseurmatch.com/dallas/wellness/sports-recovery","false","true","415","72256","Sports recovery massage in Dallas | MasseurMatch","48","Find sports recovery listings that focus on mobility, maintenance, and performance-minded bodywork in your city. Compare trusted local therapist listings through the wellness path in Dallas.","190","https://masseurmatch.com/dallas/wellness/sports-recovery","noindex, follow","1","7","293","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/wellness/mobile-massage","200","https://www.masseurmatch.com/dallas/wellness/mobile-massage","false","true","884","78356","Mobile massage in Dallas | MasseurMatch","39","Explore mobile massage listings for therapists who can travel to homes, hotels, and requested locations. Compare trusted local therapist listings through the wellness path in Dallas.","182","https://masseurmatch.com/dallas/wellness/mobile-massage","index, follow","1","6","266","1","0","33","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/dallas/wellness/hotel-massage","200","https://www.masseurmatch.com/dallas/wellness/hotel-massage","false","true","1415","78398","Hotel massage in Dallas | MasseurMatch","38","Browse hotel massage listings for travel-focused sessions with clear direct-contact and availability expectations. Compare trusted local therapist listings through the wellness path in Dallas.","192","https://masseurmatch.com/dallas/wellness/hotel-massage","index, follow","1","6","264","1","0","33","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/houston/verified-profiles","200","https://www.masseurmatch.com/houston/verified-profiles","false","true","435","71769","Houston Active male massage therapists | MasseurMatch","53","Browse active profiles first so city discovery starts with clearer trust signals, cleaner listings, and direct contact options. Compare trusted local listings, direct contact options, and stronger city-intent pages in Houston.","226","https://masseurmatch.com/houston/verified-profiles","noindex, follow","1","7","288","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/houston/wellness","200","https://www.masseurmatch.com/houston/wellness","false","true","457","74125","Houston Premium wellness massage | MasseurMatch","47","Browse calm, premium wellness-focused listings with stronger editorial consistency and straightforward contact flow. Compare trusted local listings, direct contact options, and stronger city-intent pages in Houston.","215","https://masseurmatch.com/houston/wellness","noindex, follow","1","8","302","1","0","36","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/houston/wellness/outcall","200","https://www.masseurmatch.com/houston/wellness/outcall","false","true","223","71834","Outcall massage in Houston | MasseurMatch","41","Explore outcall massage listings for therapists who travel to homes, hotels, or requested locations. Compare trusted local therapist listings through the wellness path in Houston.","179","https://masseurmatch.com/houston/wellness/outcall","noindex, follow","1","7","284","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/houston/wellness/incall","200","https://www.masseurmatch.com/houston/wellness/incall","false","true","241","71784","Incall massage in Houston | MasseurMatch","40","Browse incall massage listings for sessions hosted in a therapist studio, office, or treatment space. Compare trusted local therapist listings through the wellness path in Houston.","180","https://masseurmatch.com/houston/wellness/incall","noindex, follow","1","7","285","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/houston/wellness/swedish","200","https://www.masseurmatch.com/houston/wellness/swedish","false","true","940","71824","Swedish massage in Houston | MasseurMatch","41","Browse Swedish massage listings designed around relaxation, circulation, and full-body maintenance. Compare trusted local therapist listings through the wellness path in Houston.","178","https://masseurmatch.com/houston/wellness/swedish","noindex, follow","1","7","281","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/houston/wellness/thai","200","https://www.masseurmatch.com/houston/wellness/thai","false","true","443","71794","Thai massage in Houston | MasseurMatch","38","Find Thai massage profiles that emphasize stretching, mobility, and assisted bodywork with direct contact clarity. Compare trusted local therapist listings through the wellness path in Houston.","193","https://masseurmatch.com/houston/wellness/thai","noindex, follow","1","7","285","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/austin/verified-profiles","200","https://www.masseurmatch.com/austin/verified-profiles","false","true","460","71692","Austin Active male massage therapists | MasseurMatch","52","Browse active profiles first so city discovery starts with clearer trust signals, cleaner listings, and direct contact options. Compare trusted local listings, direct contact options, and stronger city-intent pages in Austin.","225","https://masseurmatch.com/austin/verified-profiles","noindex, follow","1","7","288","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/austin/wellness","200","https://www.masseurmatch.com/austin/wellness","false","true","348","73649","Austin Premium wellness massage | MasseurMatch","46","Browse calm, premium wellness-focused listings with stronger editorial consistency and straightforward contact flow. Compare trusted local listings, direct contact options, and stronger city-intent pages in Austin.","214","https://masseurmatch.com/austin/wellness","noindex, follow","1","8","303","1","0","35","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/austin/wellness/deep-tissue","200","https://www.masseurmatch.com/austin/wellness/deep-tissue","false","true","315","72036","Deep tissue massage in Austin | MasseurMatch","44","Compare deep tissue massage listings, rates, and trust signals for focused pressure, relief, and recovery support. Compare trusted local therapist listings through the wellness path in Austin.","192","https://masseurmatch.com/austin/wellness/deep-tissue","noindex, follow","1","7","294","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/austin/wellness/outcall","200","https://www.masseurmatch.com/austin/wellness/outcall","false","true","593","71768","Outcall massage in Austin | MasseurMatch","40","Explore outcall massage listings for therapists who travel to homes, hotels, or requested locations. Compare trusted local therapist listings through the wellness path in Austin.","178","https://masseurmatch.com/austin/wellness/outcall","noindex, follow","1","7","284","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/austin/wellness/incall","200","https://www.masseurmatch.com/austin/wellness/incall","false","true","392","71718","Incall massage in Austin | MasseurMatch","39","Browse incall massage listings for sessions hosted in a therapist studio, office, or treatment space. Compare trusted local therapist listings through the wellness path in Austin.","179","https://masseurmatch.com/austin/wellness/incall","noindex, follow","1","7","285","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/chicago/verified-profiles","200","https://www.masseurmatch.com/chicago/verified-profiles","false","true","516","71769","Chicago Active male massage therapists | MasseurMatch","53","Browse active profiles first so city discovery starts with clearer trust signals, cleaner listings, and direct contact options. Compare trusted local listings, direct contact options, and stronger city-intent pages in Chicago.","226","https://masseurmatch.com/chicago/verified-profiles","noindex, follow","1","7","288","1","0","32","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
"/chicago/wellness","200","https://www.masseurmatch.com/chicago/wellness","false","true","237","74213","Chicago Premium wellness massage | MasseurMatch","47","Browse calm, premium wellness-focused listings with stronger editorial consistency and straightforward contact flow. Compare trusted local listings, direct contact options, and stronger city-intent pages in Chicago.","215","https://masseurmatch.com/chicago/wellness","noindex, follow","1","8","304","1","0","36","0","BreadcrumbList|CollectionPage|ItemList|FAQPage"
